parameter_id,MGP_IMM_081_001
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD45+
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,t9i0pffro024843
mouse_life_stage,E12.5
pvalue,0.2685502
