mouse_strain,129SV
parameter_name,Whole arena average speed
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_005
pvalue,0.09953978
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,o569y5u98j9ye1t
