parameter_name,Startle response
pvalue,0.8062046
mouse_strain,C57BL
gene_symbol,Dmap1
analysis_id,11p9x33c43678kt
mouse_life_stage,E9.5
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:1913483
