parameter_id,IMPC_GEL_063_001
mouse_life_stage,Early adult
gene_symbol,Psmd14
parameter_name,Delayed embryonic development
analysis_id,0c5604ao5gb62m8
mouse_strain,C55BL
gene_accession_id,MGI:1913284
pvalue,0.9928771
