gene_symbol,Atg4c
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7825502
parameter_id,MGP_PBI_015_001
gene_accession_id,MGI:2651854
parameter_name,IgD+ mature B cell percentage
analysis_id,mv09156d455x1rd
