parameter_id,MGP_CSD_025_001
gene_symbol,Ivd
gene_accession_id,MGI:1929242
analysis_id,187re5zt5w8h73m
pvalue,0.3943394
mouse_strain,C57BL
parameter_name,Ventral coat/hair presence
mouse_life_stage,Early adult
