pvalue,0.5980376
parameter_id,IMPC_EYE_056_001
parameter_name,Mean left eye lens density
mouse_life_stage,Early adult
gene_symbol,Sla2
mouse_strain,C57BL
analysis_id,n717n8a77790f5j
gene_accession_id,MGI:1925049
