gene_symbol,Wars2
pvalue,0.9565678
parameter_id,MGP_PBI_015_001
analysis_id,stl43br517p9a2s
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,IgD+ mature B cell percentage
