parameter_id,MGP_BMI_019_001
analysis_id,4zh546600p17w62
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5864393
gene_symbol,Ssr2
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:1913506
