parameter_id,HMGULA_CBC_010_001
pvalue,0.1930427
mouse_life_stage,Early adult
analysis_id,izosuua80j01z2b
gene_symbol,Rufy4
parameter_name,Phosphorus
mouse_strain,C57BL
gene_accession_id,MGI:3588214
