gene_symbol,Hspa5
mouse_strain,C57BL
analysis_id,jn3wtou108a9j2y
parameter_name,Haemoglobin
parameter_id,ESLIM_016_001_003
pvalue,0.2867734
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
