gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
parameter_name,Total B cells - % of CD45+
mouse_strain,C57BL
analysis_id,9530lo193970b09
parameter_id,MGP_IMM_041_001
mouse_life_stage,Early adult
pvalue,0.3234936
