gene_symbol,Dmap1
mouse_strain,C57BL
pvalue,0.3994067
parameter_id,IMPC_CSD_012_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
parameter_name,Coat - hair distribution - head
analysis_id,9bg43n8b8mac68a
