gene_symbol,Bmi1
analysis_id,k1kim2p7d4mczna
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,ICS_FEA_019_001
parameter_name,% Freezing duration pre-cue-2
gene_accession_id,MGI:88174
pvalue,0.177802
