parameter_id,IMPC_FEA_003_001
parameter_name,Conditioning Baseline % Freezing Time
gene_accession_id,MGI:1934811
mouse_strain,C57BL
pvalue,0.2288552
gene_symbol,Nucks1
analysis_id,uwcqtt67569ehlj
mouse_life_stage,Late adult
