gene_symbol,AU040320
parameter_id,JAX_OFD_020_001
pvalue,0.4302138
mouse_strain,C57BL
analysis_id,658jqe2521zk267
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
parameter_name,Distance travelled - total
