pvalue,0.3973704
mouse_life_stage,Early adult
gene_accession_id,MGI:1917604
mouse_strain,C57BL
gene_symbol,Secisbp2l
parameter_name,Fat/Body weight
analysis_id,023q6x50v928sb8
parameter_id,IMPC_DXA_009_001
