mouse_strain,C58BL
parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
gene_symbol,Gja10
mouse_life_stage,Early adult
pvalue,0.5495746
gene_accession_id,MGI:1339969
analysis_id,f61516vy3ieid93
