gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_id,IMPC_EYE_004_001
analysis_id,3fr5i4q12u5623m
gene_accession_id,MGI:1917604
parameter_name,Eyelid morphology
pvalue,0.8700763
mouse_life_stage,Late adult
