parameter_name,Prepulse inhibition - PP2
pvalue,0.8778963
gene_symbol,Bmi1
mouse_strain,C57BL
parameter_id,ESLIM_011_001_702
analysis_id,ad5jg3hyv74s8fs
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
