mouse_strain,C57BL
pvalue,0.05165711
parameter_name,Radius
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_022_001
analysis_id,2e3f159qh679j3z
gene_accession_id,MGI:96545
gene_symbol,Il1r1
