gene_symbol,Slc45a3
analysis_id,n30z773k0947ynm
mouse_life_stage,Early adult
parameter_name,Total ab T cells - % of CD45+
parameter_id,MGP_IMM_070_001
mouse_strain,C57BL
pvalue,0.389158
gene_accession_id,MGI:1922082
