parameter_name,Center average speed
gene_symbol,Psd4
mouse_strain,C57BL
parameter_id,JAX_OFD_017_001
analysis_id,19a5d31wehhk2i4
pvalue,0.2767819
gene_accession_id,MGI:2674093
mouse_life_stage,Early adult
