gene_symbol,Kdm4c
analysis_id,jki6sokeff365sv
parameter_name,Effector gd T cells - % of gd T cells
gene_accession_id,MGI:1924054
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_020_001
pvalue,0.7848508
