gene_symbol,Snap23
mouse_strain,C57BL
pvalue,0.7710591
parameter_id,IMPC_GEL_057_001
analysis_id,z52fa4e7e989515
gene_accession_id,MGI:109356
parameter_name,Heart looping
mouse_life_stage,Middle aged adult
