gene_symbol,AU040320
analysis_id,dj9dq8wim9do310
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_026_001
pvalue,0.5456257
gene_accession_id,MGI:2140475
