mouse_strain,C57BL
gene_symbol,Sla2
mouse_life_stage,Early adult
pvalue,0.929829
gene_accession_id,MGI:1925049
analysis_id,ypz6no52a1n186i
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_026_001
