mouse_life_stage,Middle aged adult
analysis_id,g83w6c64naoiq34
pvalue,0.1923488
parameter_id,HRWLLA_CSD_008_001
gene_symbol,Nucks1
mouse_strain,C57BL
gene_accession_id,MGI:1934811
parameter_name,Coat - color pattern - back
