gene_symbol,Dnajc8
parameter_name,Whole arena resting time
mouse_strain,C57BL
analysis_id,4d2u36v052pva64
pvalue,0.2074515
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_003
gene_accession_id,MGI:1915848
