parameter_id,JAX_OFD_016_001
analysis_id,78ng5n84o2am0hd
mouse_strain,C57BL
gene_symbol,Bpifa3
parameter_name,Center permanence time
mouse_life_stage,Early adult
pvalue,0.1380776
gene_accession_id,MGI:1920638
