gene_symbol,Dmap1
mouse_strain,C57BL
pvalue,0.6036278
parameter_id,IMPC_LDT_006_001
analysis_id,161t514j0d107hk
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
parameter_name,Latency to first transition into dark
