mouse_strain,C57BL
analysis_id,6486fh00y3nxbr5
parameter_name,Glucose
gene_symbol,Steap3
pvalue,0.4221589
gene_accession_id,MGI:1915678
parameter_id,HMGULA_CBC_018_001
mouse_life_stage,Early adult
