mouse_life_stage,E18.5
analysis_id,0xz96iz8l3s82f1
gene_accession_id,MGI:88446
parameter_name,Coat - color - abdomen
gene_symbol,Col11a1
parameter_id,IMPC_CSD_007_001
pvalue,0.993014
mouse_strain,C57BL
