Pvalue,0.7966579
Gene_accession_id,MGI:2181659
Parameter_id,HMGULA_CBC_003_001
gene_symbol,Tox
parameter_name,Chloride
Analysis_id,23638qkk76pja27
mouse_strain,C57BL
Mouse_life_stage,Early adult
