gene_symbol,Mapkap1
analysis_id,z2292k2n32r065l
parameter_id,MGP_IMM_121_001
parameter_name,Macrophages - % of CD45+
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.4678551
gene_accession_id,MGI:2444554
