gene_symbol,AU040320
parameter_name,Distance travelled - total
analysis_id,z6v412zjb8s7w3m
parameter_id,JAXLA_OFD_020_001
pvalue,0.1105533
gene_accession_id,MGI:2140475
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
