parameter_id,IMPC_XRY_002_001
gene_symbol,Extl1
pvalue,0.8360588
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Zygomatic bone
gene_accession_id,MGI:1888742
analysis_id,z2b03fyb7gfmx29
