gene_symbol,Ubxn4
pvalue,0.1364974
parameter_id,GMC_906_001_005
analysis_id,76xs6jm8g735fnh
mouse_strain,C57BL
parameter_name,Potassium
mouse_life_stage,Late adult
gene_accession_id,MGI:1915062
