gene_symbol,Snap23
mouse_strain,C57BL
parameter_name,Radius
analysis_id,x472ks74s689b51
pvalue,0.1184049
parameter_id,IMPC_XRY_022_001
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
