parameter_id,IMPC_ECG_004_001
pvalue,0.2072804
gene_symbol,Mecom
mouse_life_stage,E15.5
analysis_id,ma60lse150wz94y
parameter_name,RR
mouse_strain,C57BL
gene_accession_id,MGI:95457
