mouse_life_stage,Early adult
gene_symbol,Casq1
gene_accession_id,MGI:1309468
analysis_id,z3e6597r27v2su9
mouse_strain,C57BL
pvalue,0.7236573
parameter_id,IMPC_GEL_057_001
parameter_name,Heart looping
