mouse_life_stage,E12.5
parameter_id,MGP_IMM_121_001
pvalue,0.07345735
gene_symbol,Bcs1l
analysis_id,9tdr887h143k485
mouse_strain,C57BL
parameter_name,Macrophages - % of CD45+
gene_accession_id,MGI:1914071
