gene_symbol,Inpp1
parameter_id,IMPC_XRY_025_001
parameter_name,Tibia
gene_accession_id,MGI:104848
pvalue,0.6556472
mouse_life_stage,Early adult
analysis_id,vk44tqbge8o6v25
mouse_strain,C57BL
