gene_symbol,Secisbp2l
parameter_id,HMGULA_CBC_016_001
pvalue,0.3940746
mouse_life_stage,Late adult
parameter_name,HDL-cholesterol
gene_accession_id,MGI:1917604
analysis_id,r4814464uv2f81u
mouse_strain,C57BL
