parameter_id,MGP_MLN_005_001
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:3045306
mouse_strain,C57BL
analysis_id,5iu33xz6dnrok13
pvalue,0.4512271
gene_symbol,Exd1
mouse_life_stage,Early adult
