gene_symbol,Ubxn4
mouse_strain,C57BL
parameter_id,IMPC_CBC_025_001
gene_accession_id,MGI:1915062
pvalue,0.7170341
analysis_id,8p6cy04q30c9ss7
parameter_name,LDL-cholesterol
mouse_life_stage,Late adult
