gene_symbol,Frmpd1
parameter_name,Average duration
mouse_life_stage,Early adult
analysis_id,91n33g3sqp7mlih
parameter_id,JAX_ROT_002_001
mouse_strain,C57BL
gene_accession_id,MGI:2446274
pvalue,0.3131142
