gene_symbol,Galnt13
parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:2139447
parameter_name,Eye
pvalue,0.4612579
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,m828w4jhk5p07wv
