parameter_name,Creatinine
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
gene_symbol,Mms22l
mouse_strain,129SV
parameter_id,HMGULA_CBC_005_001
analysis_id,48w70t83g8k0hy3
pvalue,0.9236763
