mouse_life_stage,Late adult
pvalue,0.1371423
mouse_strain,C57BL
parameter_name,Total ab T cells - % of CD45+
gene_accession_id,MGI:2140475
analysis_id,x15732m7xtn594y
gene_symbol,AU040320
parameter_id,MGP_MLN_063_001
