parameter_id,MGP_IMM_074_001
gene_accession_id,MGI:1914672
parameter_name,Resting CD4+ T helper cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,928l843g3m8ey17
pvalue,0.4502633
gene_symbol,Dhdds
mouse_strain,C57BL
