mouse_life_stage,Early adult
analysis_id,j230n18vc32tg17
mouse_strain,C57BL
pvalue,0.2637392
gene_symbol,Nanp
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:1914561
parameter_id,MGP_BMI_019_001
